source_id,title,filename,page,text
S06_material_formats,Material Formats - HBCU Digital Library Trust,MATERIAL FORMATS _ HBCU Digital Trust.pdf,2,"Portraits of presidents and faculty Campus activities and Student life Ceremonies and events Buildings and grounds Student Life Student newspaper Greek life Yearbooks Notable achievements – institution-wide, academic, athletic, etc. Founding and/or Administrative Documents President’s Reports Board minutes Charters Official correspondence from Administrators regarding a topic or historic occurrence HOME ABOUT THE TRUST PARTNERSHIPS NEWS & EVENTS SERVICES & RESOURCES SERVICES MATERIAL FORMATS CONTRIBUTOR RESOURCE LIBGU… HBCU DIGITAL COLLECTION RESE… 404-978-2031 info@thehbcutrust.org HBCU Digital Library Trust c/o AUC Woodruff Library 111 James P. Brawley Dr, SW Atlanta, GA 30314 © 2024 HBCU Digital Library Trust | All rights reserved. | Designed by Graphics In Atlanta HOME ABOUT THE TRUST PARTNERSHIPS NEWS & EVENTS HBCU DIGITAL COLLECTION 6/14/26, 4:01 PM MATERIAL FORMATS | HBCU Digital Trust https://www.thehbcutrust.org/services-2 2/2"
S07_faqs,FAQs - HBCU Digital Library Trust,FAQs _ HBCU Digital Trust.pdf,1,"FAQs Courtesy of Lincoln University of Missouri Archives 1. My HBCU did not previously contribute to the HBCU Library Alliance Digital Collection. Is it possible to participate in the HBCU Digital Library Trust Initiative at this time? Yes, all HBCUs are eligible to participate in the Trust initiative to expand the digital collection whether or not they previously contributed. 2. What is Harvard Library’s connection to the HBCU Digital Library Trust? Harvard Library is pleased to be in partnership with the HBCU Library Alliance with the shared goal of advancing open, public access to archives and special collections pertaining to African American history. In addition to nearly $6 million which has been designated to support the Trust through the Harvard & the Legacy of Slavery initiative, Harvard Library staff will also contribute administrative resources, training, and best practices to aid in the project’s objectives. 3. Will my HBCU institution retain copyright and ownership of any digitized materials contributed to the HBCU Digital Library Trust collection? Yes! All copyright and/or ownership of archival materials and digital derivatives will be retained by the respective HBCU. Digitized materials will be openly accessible to anyone with an internet connection. A statement providing contact information for researchers wishing to request permission to publish from the HBCU will continue to be found within the metadata for digital objects. HOME ABOUT THE TRUST PARTNERSHIPS NEWS & EVENTS HBCU DIGITAL COLLECTION 6/14/26, 5:14 PM FAQs | HBCU Digital Trust https://www.thehbcutrust.org/services-1 1/2"
S07_faqs,FAQs - HBCU Digital Library Trust,FAQs _ HBCU Digital Trust.pdf,2,"HOME ABOUT THE TRUST ABOUT US CONTACT FAQs PARTNERSHIPS NEWS & EVENTS SERVICES & RESOURCES 404-978-2031 info@thehbcutrust.org HBCU Digital Library Trust c/o AUC Woodruff Library 111 James P. Brawley Dr, SW Atlanta, GA 30314 © 2024 HBCU Digital Library Trust | All rights reserved. | Designed by Graphics In Atlanta HOME ABOUT THE TRUST PARTNERSHIPS NEWS & EVENTS HBCU DIGITAL COLLECTION 6/14/26, 5:14 PM FAQs | HBCU Digital Trust https://www.thehbcutrust.org/services-1 2/2"
S08_macarthur_grant,"AUC Woodruff Library Awarded $500,000 Grant from MacArthur Foundation","The AUC Woodruff Library Awarded $500,000 Grant from the MacArthur Foundation to Expand HBCU Digitization Project - Robert W. Woodruff Library_ Atlanta University Center (AUC) Library.pdf",1,"Home > About > News & Events > The AUC Woodruff Library Awarded $500,000 Grant from the MacArthur Foundation to Expand HBCU Digitization Project Featured News The AUC Woodruff Library Awarded $500,000 Grant from the MacArthur Foundation to Expand HBCU Digitization Project September 4, 2025 The Atlanta University Center (AUC) Robert W. Woodruff Library has been awarded a $500,000 grant from the MacArthur Foundation. This significant funding will bolster the library’s efforts to expand access to valuable resources while enhancing the digitization and preservation of Historically Black Colleges and Universities’ (HBCUs) collections. This grant marks an important milestone, adding momentum to an existing multi-million, multi-year collaborative project, the HBCU Digital Library Trust, which was initiated in 2023 with support from Harvard & the Legacy of Slavery Initiative. The HBCU Digital Library Trust, a collaborative with a shared goal to deepen capacity and advance open, public access to African American archives and special collections, partners closely with HBCUs, the AUC Woodruff Library, the HBCU Library Alliance, and Harvard Library. Together, they sustain the capacity for the digitization, discovery, and preservation of African American history collections held by HBCU libraries and archives. 6/14/26, 5:17 PM The AUC Woodruff Library Awarded $500,000 Grant from the MacArthur Foundation to Expand HBCU Digitization Project - Robert W. Woodruf… https://www.auctr.edu/news-events/the-auc-woodruff-library-awarded-500000-grant-from-the-macarthur-foundation-to-expand-hbcu-digitization-project/ 1/5"
S08_macarthur_grant,"AUC Woodruff Library Awarded $500,000 Grant from MacArthur Foundation","The AUC Woodruff Library Awarded $500,000 Grant from the MacArthur Foundation to Expand HBCU Digitization Project - Robert W. Woodruff Library_ Atlanta University Center (AUC) Library.pdf",2,"Dr. Mary McLeod Bethune Leading Graduating Students, circa 1940, Bethune-Cookman University Digital Collection From this collaboration, the AUC Woodruff Library hosts the HBCU Library Alliance Digital Library portal, providing robust services for contributing HBCUs and hosting the digital collection platform. The digital portal includes archival materials from over 30 HBCUs, with a growing aim to digitize holdings from all of the 107 HBCUs located across 21 states, the District of Columbia, and the U.S. Virgin Islands. Since 2024, 16 HBCUs have either reconnected with or newly joined the HBCU digital collection repository via the HBCU Digital Library Trust. Furthermore, in 2024 alone, the digital portal has stored over 16,500 digitized items—including photographs, documents, and audiovisual recordings. The new two-year investment from the MacArthur Foundation will deepen and sustain the capacity of HBCU libraries and archives to digitize, preserve, and globally share collections integral to African American history and culture. Emphasizing sustainability, this extended project will enable more institutions within the HBCU Library Alliance, in partnership with the HBCU Digital Library Trust, to access training, infrastructure, and support necessary for long-term digital stewardship. “The MacArthur Foundation’s generous grant is a transformative next step for this vital work,” said Dr. Kimberley Bugg, CEO and Library Director of the AUC Woodruff Library. “It not only sustains but also expands our ability to provide global access to HBCU collections, ensuring that these critical narratives are preserved and shared with the world. We are committed to building an enduring infrastructure for digital preservation that reflects the depth, breadth, and richness of African American heritage.” Adding to this sentiment, Andrea Jackson Gavin, Program Director for HBCU Digital Library Trust, stated, “It is an honor for our team to work with HBCUs to enhance virtual access and provide digital preservation, which we know is vital to supporting new scholarship, and long- term safeguarding of these unique collections. This support from the MacArthur Foundation represents the continuity of such important measures for our HBCU institutions.” This extension underscores a shared commitment to equity, education, and inclusive historical preservation. As the project embarks on its next phase, it aims to serve as a model for sustainable digital access and partnership-driven cultural stewardship. 6/14/26, 5:17 PM The AUC Woodruff Library Awarded $500,000 Grant from the MacArthur Foundation to Expand HBCU Digitization Project - Robert W. Woodruf… https://www.auctr.edu/news-events/the-auc-woodruff-library-awarded-500000-grant-from-the-macarthur-foundation-to-expand-hbcu-digitization-project/ 2/5"
S08_macarthur_grant,"AUC Woodruff Library Awarded $500,000 Grant from MacArthur Foundation","The AUC Woodruff Library Awarded $500,000 Grant from the MacArthur Foundation to Expand HBCU Digitization Project - Robert W. Woodruff Library_ Atlanta University Center (AUC) Library.pdf",3,"About the Atlanta University Center Robert W. Woodruff Library Established in 1982, the Atlanta University Center (AUC) Robert W. Woodruff Library is named in honor of the late Robert Winship Woodruff, a philanthropist and former CEO of The Coca-Cola Company. The library serves three historically black colleges and universities (HBCUs) – Clark Atlanta University, Morehouse College, and Spelman College. Beyond its aesthetic appeal, this state-of-the-art facility has become a leading repository of information resources and an innovator in the delivery of digital content. The AUC Woodruff Library also houses the Archives Research Center, renowned for its extensive collection of materials related to the African American experience. This includes the Morehouse College Martin Luther King, Jr. Collection, as well as the Joseph Echols Lowery and Evelyn Gibson Lowery Collection. Topics: Announcement SHARE:     You may also be interested in 6/14/26, 5:17 PM The AUC Woodruff Library Awarded $500,000 Grant from the MacArthur Foundation to Expand HBCU Digitization Project - Robert W. Woodruf… https://www.auctr.edu/news-events/the-auc-woodruff-library-awarded-500000-grant-from-the-macarthur-foundation-to-expand-hbcu-digitization-project/ 3/5"
S08_macarthur_grant,"AUC Woodruff Library Awarded $500,000 Grant from MacArthur Foundation","The AUC Woodruff Library Awarded $500,000 Grant from the MacArthur Foundation to Expand HBCU Digitization Project - Robert W. Woodruff Library_ Atlanta University Center (AUC) Library.pdf",4,"ANNOUNCEMENT Community Oral History Day ANNOUNCEMENT Cyanotype Workshop ANNOUNCEMENT Expand Your Research Visibility with New Read & Publish Agreements Ask a Librarian Do you have questions about our recent news or upcoming events? Let us know. LEARN HOW 6/14/26, 5:17 PM The AUC Woodruff Library Awarded $500,000 Grant from the MacArthur Foundation to Expand HBCU Digitization Project - Robert W. Woodruf… https://www.auctr.edu/news-events/the-auc-woodruff-library-awarded-500000-grant-from-the-macarthur-foundation-to-expand-hbcu-digitization-project/ 4/5"
S08_macarthur_grant,"AUC Woodruff Library Awarded $500,000 Grant from MacArthur Foundation","The AUC Woodruff Library Awarded $500,000 Grant from the MacArthur Foundation to Expand HBCU Digitization Project - Robert W. Woodruff Library_ Atlanta University Center (AUC) Library.pdf",5,"111 James P. Brawley Drive SW Atlanta, GA 30314 404.978.2000 askref@auctr.edu Library Policies Sitemap Staff Portal © Copyright 2026. All rights reserved.      Subscribe to Top Shelf Newsletter Email Address* > 6/14/26, 5:17 PM The AUC Woodruff Library Awarded $500,000 Grant from the MacArthur Foundation to Expand HBCU Digitization Project - Robert W. Woodruf… https://www.auctr.edu/news-events/the-auc-woodruff-library-awarded-500000-grant-from-the-macarthur-foundation-to-expand-hbcu-digitization-project/ 5/5"
S09_digital_yard_transcript,The Digital Yard: An Exploration of the HBCU Digital Library Trust - Transcript,43df1b20-2297-4153-b273-4e8081964a1b_Transcript_.pdf,1,"Transcript The Digital Yard: An Exploration of the HBCU Digital Library Trust Shared screen with speaker view Oct 10, 2025 10:10 AM Andrea Jackson Gavin Good morning! Greetings, everyone! I am Andrea Jackson-Gavin, Program Director of the HBCU Digital Library Trust, and I want to thank you for joining us this morning for the Digital Yard. So, what exactly is the Digital Yard? For the HBCU Digital Library Trust, the Digital Yard is an online gathering place where the history and archives of HBCUs are celebrated, remembered, preserved, and shared. That gathering place, the HBCU Digital Collection, which is an online repository you can access 24 hours a day, 7 days a week, anywhere where there is internet capability. As we take this hour to share more information about the HBCU Digital Library Trust with you, we acknowledge having many different audiences today in the digital yard. We welcome HBCU students, faculty, administrators, librarians, and archivists, and proud alum. We welcome colleagues from other institutions of higher learning, including many partners and collaborators, and we welcome historians, memory Transcript 1"
S09_digital_yard_transcript,The Digital Yard: An Exploration of the HBCU Digital Library Trust - Transcript,43df1b20-2297-4153-b273-4e8081964a1b_Transcript_.pdf,2,"workers, scholars, researchers, genealogists, and communities of people who appreciate history and understand the magnitude of preservation and accessibility. Today, as we explore the HBCU Digital Library Trust together, you'll learn more about our mission and vision, hear news and updates. Receive remarks from esteemed colleagues who have played significant roles in advancing our initiative. You'll receive a demonstration on how to utilize the collection, as well as some insight into the collection's strengths. And we are pleased to provide a virtual tour of the Digitization Hub, where preservation, digitization, and technological expertise converge to make HBCU archives accessible to the public. Without further ado, I welcome Martha Whitehead, Vice President for the Harvard Library and University Librarian, to bring remarks. Martha J Whitehead 05:44 Thank you very much, Andrea. Good morning, everybody. It is my pleasure to bring greetings on behalf of Harvard Library, and to welcome you to the Digital Yard, an exploration of the HBCU Digital Library Trust. This initiative is meaningful for us at Harvard in so many ways, and we hope for all of you. So, first of all, at Harvard Library, we like to think that we lead with curiosity and champion access. And we have a vision of advancing open knowledge that aims to shift the information landscape towards a more equitable, diverse ecosystem of trustworthy resources. And of course, that doesn't happen alone. You know, in addition to stewarding vast collections and open digital content at Harvard, we want to see all Transcript 2"
S09_digital_yard_transcript,The Digital Yard: An Exploration of the HBCU Digital Library Trust - Transcript,43df1b20-2297-4153-b273-4e8081964a1b_Transcript_.pdf,3,"communities empowered to produce, share, and retain ownership of their local cultural resources. And we believe that scholars everywhere will benefit from these collaborative networks that support equitable access to a broad diversity of perspectives. And of course, this means engaging in partnerships, and those partnerships need to be based on trust, thus the name of this initiative. So it's in this vein that we have been really honored to be in community and collaboration with the HBCU Library Alliance and the Atlanta University Center's Robert W. Woodruff Library to advance the HBCU digital collections that they conceived of years ago, as you'll hear shortly. We're also just really delighted to have received support for this important library endeavor from the Harvard and the Legacy of Slavery initiative, which is really deliberately deepening the university's relationships with HBCUs. And there are vast connections already between Harvard and HBCUs. We have Harvard graduates, faculty, staff, and administrators who are intricately connected to over 100 HBCUs. And among our Harvard collections, we can explore documentation of many historically significant African American figures, such as W.E.B. Du Bois, the dynamic intellectual who was educated at Fisk University and Harvard, and was a professor and scholar for many years at Wilberforce and Atlanta universities. There's Ruth Simmons, former president of Prairie View A&M University and Brown University, who was educated at Dillard and Harvard, and Charles Hamilton Houston, an alumnus of Harvard Law School, who went on to serve as an exemplary dean of Howard University Law School, and an educator of so many HBCU graduates. So those are just a few examples, and, you know, we think that this connectedness really well aligns with our library mission to advance the learning, research, and pursuit of truth that are at the heart of Harvard and many, many other institutions. So we are proud to work closely with the HBCU Digital Library Trust team to support efforts towards building capacity and sustainability for digitizing and Transcript 3"
S09_digital_yard_transcript,The Digital Yard: An Exploration of the HBCU Digital Library Trust - Transcript,43df1b20-2297-4153-b273-4e8081964a1b_Transcript_.pdf,4,"making accessible the really rich archival materials that are found at HBCUs. And with this event, we're inviting you to continue your own curiosity and exploration within the HBCU Digital Collection. And I'll hand it back to Andrea. Andrea Jackson Gavin 09:01 Thank you so much, Martha. I am excited to share more information with you all about the HBCU Digital Library Trust. This beautiful image you are viewing features the 1903 class of Atlanta University, and like so many other images in our collection, it exemplifies the presence of African American students in college and universities, colleges and universities striving for and achieving excellence in education. Just less than 40 years after slavery was abolished in the United States. And that is why our mission is so critical. Next slide, please. The HBCU Digital Library Trust is a collaborative non-profit initiative building capacity with HBCUs to digitally preserve and provide global access to their archival collections, sustain institutional, cultural, and community memory, and ensure stories are discovered Maintained, remembered, and told. Our key partners are our contributing HBCUs, those currently, and those who will soon join the initiative. The HBCU Library Alliance. Harvard Library, and the Atlanta University Center Woodruff Library, through generous support from the Harvard and Legacy of Slavery Initiative. Transcript 4"
S09_digital_yard_transcript,The Digital Yard: An Exploration of the HBCU Digital Library Trust - Transcript,43df1b20-2297-4153-b273-4e8081964a1b_Transcript_.pdf,5,"Please visit our website at the link shown here, which will also be added to the chat. Next slide, please. Our initiative was developed in 2023 to expand the existing digital collection. I'm sorry, can we go one screen back? Thank you. The screenshot for the HBCU Digital Collection is shown here. And later this hour, you'll receive a demonstration on how to utilize the collection, and the link for the HBCU Digital Collection is shown on this slide, and will also be added to the chat. Next slide, please. Listed here are all the institutional collections presently accessible in the HBCU Digital Collection. Not all, but the majority of these HBCUs were original contributors who began the work of digitizing and collaboratively making accessible their archives in the mid-2000s. Several more institutions have joined us as collaborators since 2024, and their collections are currently in the digitization process, or are in queue. Next slide, please. To build capacity, increase awareness, and discoverability of HBCU archives, and foster a professional network among the custodians of these special collections, the HBCU Digital Library Trust provides an array of free services, including digitization at our well-equipped digitization hub at the Atlanta University Center Woodruff Library, as well as metadata creation, which is developed in collaboration with the expert informational professionals at our HBCUs. We have a traveling archivist on our team who is able to spend several days at HBCUs to support institutional staff with selection of materials for digitization, inventory, and preparing items to be shipped to the digitization hub. Further, the Atlanta University Center Woodruff Library has served as the host for the Digital Content Management System, or the digital repository on which the HBCU Digital Collection resides, since the earliest iteration of this initiative in the mid-2000s. Transcript 5"
S09_digital_yard_transcript,The Digital Yard: An Exploration of the HBCU Digital Library Trust - Transcript,43df1b20-2297-4153-b273-4e8081964a1b_Transcript_.pdf,6,"This hosting model provides for an effective and efficient use of resources to maintain and sustain the digital items contained within. Researchers can view common attributes, as well as observe diverse aspects of each HBCU. Every asset in the collection is digitally preserved through membership in the Alabama Digital Preservation Network, or ADBNET. To keep lots of copies of these archival collections safe, HBCU institutions also receive copies of access and preservation files for their own use. Professional development opportunities are also key to this initiative. We have co-hosted workshops on advocacy for digitization projects with the HBCU Library Alliance. and collaborated with Kyle Courtney, Director of Copyright and Information Policy at the Harvard Library, to host the first cohort of HBCU-specific staff to participate in this informative and engaging Copyright First Responders virtual program. Stay tuned, because I will share more information about the upcoming second cohort scheduled for Spring 2026. Next slide, please. So what are the HBCU Digital Library Trust's goals? Well, our vision states, with trust at the forefront, we acknowledge and celebrate the undeniable lived experiences and legacy of Black people by being the preeminent digital repository network of HBCU archival collections. Our primary goal is to have digital collections established for every HBCU on the HBCU Digital Collection Repository. We want 100% of HBCUs represented. This also requires ongoing support and sustainability as we build capacity for this important memory and preservation work. We strongly believe in collaborations that will expand digital access to HBCU archives. This includes opportunities for partnerships with the HBCU Library Alliance, like their oral history program, and the HBCU Radio Preservation Project, and others to come. As discussed, digital preservation is paramount to this work. Transcript 6"
S09_digital_yard_transcript,The Digital Yard: An Exploration of the HBCU Digital Library Trust - Transcript,43df1b20-2297-4153-b273-4e8081964a1b_Transcript_.pdf,7,"Maintaining and sharing the histories that comprise the founding, continuity, strengths, challenges, and legacies of our HBCUs is imperative, even as there are attempts to erase these narratives from our historical record. Next slide, please. I want to take just a moment to share with you some of the individuals who comprise the teams who make the dreams work. On this slide, you'll see names of people who represent our leadership and HBCU Digital Library Trust staff. Not everyone is pictured, and there are several individuals not listed who have played a significant role in our initiative's advancement, and we thank them. Next slide, please. Later this hour, you'll have an opportunity to hear from the Digitization Hub team members. This dynamic group of professionals has visited and assisted numerous HBCUs and digitized and or described over 165,000 unique items since 2024. Next slide, please. And last, but certainly not least, our advisory committee provides just that, advice and advocacy for the HBCU Digital Library Trust. Consisting of experts in the library, archives, information, preservation, and digital collection fields, as well as administrators, alumni, and faculty from HBCUs, we appreciate their time and support. And at this time, I will turn it over to Loretta Parham, co-founder and current interim executive director for the HBCU Library Alliance, to bring remarks. Loretta Parham 16:52 Transcript 7"
S09_digital_yard_transcript,The Digital Yard: An Exploration of the HBCU Digital Library Trust - Transcript,43df1b20-2297-4153-b273-4e8081964a1b_Transcript_.pdf,8,"Thank you, Andrea. Thank you very much. I am, as Andrea said, Loretta Parham, the Interim Executive Director for the HBCU Library Alliance, the consortium supporting the work of information professionals at our libraries, archives, and for our special collections. As the former CEO and director of the AUC Woodruff Library. During that time, I co-founded the Library Alliance along with Janice Franklin from Alabama State University in 2003. I would say, you know, one never knows where a casual conversation may lead. In 2001, at a board meeting of Solanet, now lyricist, Janice Franklin and I created an awareness about the nation's HBCUs and their libraries. In those times, very few people even knew what HBCU meant. One year later, a meeting in Atlanta was convened, with the support of Solonet and the Mellon Foundation. 103 of our library deans and directors gathered in attendance. It was an event that is still very crisp in my memory bank. Slide, please. Next slide. Thank you. I would say Janice Franklin at that time wrote our call for cooperation, and it served as the real… the initial guiding point for us for all that we were going to do, all we would consider to do. And it was also at that time that the organization was formally, established, and I served as the inaugural board chair. Our concern and mission at that time as it is today, is to develop talents within our staff and preserve our historic collections. The work, as you know, continues and is as important today as it was in the years before and during the Civil Rights Movement. It is important to preserve, to protect, and present this history. We are really grateful to the wonderful partnerships we've had along the way, Cornell University, the Mellon Foundation, CLEAR, DLF, and more, others I could go on. We're especially pleased to be able to work with the Harvard Library and thank them for partnering with the HBCU Library Alliance. Transcript 8"
S09_digital_yard_transcript,The Digital Yard: An Exploration of the HBCU Digital Library Trust - Transcript,43df1b20-2297-4153-b273-4e8081964a1b_Transcript_.pdf,9,"And I'm going to take a little pleasure and say I want to thank that AUC team, because they are definitely on point. So, I want to say thank you again, and please know, visit our website, slide, please, and see us. Let us know if there's anything further that we can do to advance your initiatives, if you'd want to establish partnerships further, or to certainly just meet and greet our staffs and our collections. Thank you so much! Andrea Jackson Gavin 19:51 Thank you, Loretta. I am now pleased to share some exciting news from the HBCU Digital Library Trust. Next slide, please. Since June 2024, we have established collaborations with these 18 HBCUs as contributors to the HBCU digital collection. We've welcomed these prestigious institutions to our initiative. We are so excited to have them. Please continue to visit the… view the collection repository, as more archival materials will become available for teaching, learning, research, and scholarship, or just general interest. If you are an administrator, library director, or archivist at an HBCU which is not represented yet. I look forward to connecting with you to change that. Next slide, please. As briefly mentioned before, we are excited to announce that the second cohort of the HBCU Digital Library Trust's Copyright First Responders Program will commence in Spring 2026. Transcript 9"
S09_digital_yard_transcript,The Digital Yard: An Exploration of the HBCU Digital Library Trust - Transcript,43df1b20-2297-4153-b273-4e8081964a1b_Transcript_.pdf,10,"Registration will begin next month, November 2025, and is open to administrators and staff from HBCU libraries and archives. The program is entirely virtual, highly interactive, and provides participants with free and interactive professional development training on practical library and archival copyright. This training is invaluable to librarians and archivists considering digitization or other projects with copyright questions or concerns. And upon completion of the training program, cohort members will join a network of copyright experts across U.S. cultural institutions. Our first cohort welcomed over 90 participants from over 60 HBCUs, so we look forward to having those of you who have not yet taken advantage of that opportunity. Next slide. As the sustainability and support of this initiative is vital to success, we are honored that the MacArthur Foundation has invested in the future of the HBCU Digital Library Trust by granting $500,000 over two years to the Atlanta University Center Woodruff Library and the Digitization Hub. We sincerely appreciate their generosity and shared commitment to equity Equity, education, and inclusive historical preservation. I will now turn it over to Christine Wiseman, who is the Assistant Director of Digital Services at the Atlanta University Center Woodruff Library. She'll bring greetings on behalf of the library. christine wiseman 22:39 Thank you, Andrea! Transcript 10"
S09_digital_yard_transcript,The Digital Yard: An Exploration of the HBCU Digital Library Trust - Transcript,43df1b20-2297-4153-b273-4e8081964a1b_Transcript_.pdf,11,"I'm pleased to be here and bring you greetings from the Atlanta University Center Robert W. Woodruff Library on behalf of Library Director and CEO, Dr. Kimberly Bugg. I'm Christine Wiseman, Assistant Director for Digital Services at the AUC Woodruff Library, and I'm also honored to serve on the Executive Management Team for the Digital Library Trust. The AUC Woodruff Library has been the proud host of the HBCU digital collection since 2007, ensuring the open and public access to rich archival materials digitized at more than 20 HBCUs. Over the years, our digital services team has invested into the digital preservation and maintenance and continuity of this rich digital repository. We had a period of inactivity in terms of adding content, but we continue to have high use of the site throughout those years of relative inactivity. We are now pleased to work with the HBCU Library Alliance and Harvard Libraries to reignite this important work of digitizing materials from even more HBCUs to enhance and grow the, online portal. In addition to hosting this digital repository, the HBCU Digital Library Trust Initiative has contributed tremendously to building capacity, and we have developed a state-of-the-art digitization hub at the AUC Woodruff Library. You will learn more about our expert staff and their work processes and workflows later during this session. In addition to our partners represented today, I also want to thank and say that we're very appreciative of the recent support granted by the MacArthur Foundation to advance the sustainability of this program. This is the time to get involved. If your institution is not represented, we look forward to collaborating with you. And since you are here, we know you will take some time to visit our HBCU Digital Collection and learn more about the holdings across many prestigious institutions. So next up, our digitization project manager, Kendall Barksdale, will provide you with a demonstration on how to explore the rich digital collection. Transcript 11"
S09_digital_yard_transcript,The Digital Yard: An Exploration of the HBCU Digital Library Trust - Transcript,43df1b20-2297-4153-b273-4e8081964a1b_Transcript_.pdf,12,"Kendall? Kendall Barksdale 25:07 Thank you, Christine. Good morning, everyone. I am Kendall Barksdale, the Digitization Project Manager for the HBCU Digital Library Trust, and today I'm going to share with you how to navigate the digital repository. So, this is our home screen, and you can see here we have rotating photographs from several of our collections represented on the website. Our digital repository is hosted by ContentDM. If you scroll down, you can browse all HBCUs, which will bring up all items within the collections, as well as select from each of these 28 HBCUs that we have represented so far. And our goal is to represent all 102 HBCUs. So you can search by browsing all, or if you're specifically interested in a specific collection, you can click within the collection, and that'll bring you to the collection description, which basically summarizes all of the materials within that collection. Some collections have sub-collections, so in this case, American Baptist College has a printed and published materials collection, a photograph collection, and an audio-visual collection. You can also browse to see all objects within a collection. So, you see that American Baptist College has 333 records. You can navigate or browse these items by scrolling down, you can click on the page numbers or the arrows right here. Transcript 12"
S09_digital_yard_transcript,The Digital Yard: An Exploration of the HBCU Digital Library Trust - Transcript,43df1b20-2297-4153-b273-4e8081964a1b_Transcript_.pdf,13,"As you see on the left, there are a list of all of the collections that are within the repository. You can search within one collection, which we have selected already, two collections, many collections, all collections, however many collections that you're interested in researching. And then press Update, and that'll yield results from all collections. I'll show you that a little bit later. You can also search by subjects. So, these subjects are related to topics, Terms, themes… And really, subjects that are highlighted within each collection. So, each… theme or subject has a number listed beside it. That is the number of items within the collection that relate to that topic or theme. And you'll see later on that these subjects are listed within each item's metadata, so that's how it's able to populate on the side. So, for example, if you are interested in researching African American Baptists. you can click on African American Baptists, and every item within that collection that relates to African American Baptists will populate. So we have 61 objects. Let's say you're also interested in researching African American Baptists and, let's say, campus life. You'll notice that all, objects that are related to African American Baptists and campus life will populate right here. So, it narrowed down the results. You can also research by format. So, let's say that you see all yearbooks are present, and you want to only see the images that relate to African American Baptists and campus life. You can search within format by clicking on image or JPEG, And it'll bring you to the photographs or the images that represent campus life and African American Baptists. In order to view an object, you can click on the title, or you can click on the thumbnail. So I'm going to click on the thumbnail. And for images, such as slides, black and white photographs, color photographs, you can click this expansion button to see more details of that photograph or that image. You can also Transcript 13"
S09_digital_yard_transcript,The Digital Yard: An Exploration of the HBCU Digital Library Trust - Transcript,43df1b20-2297-4153-b273-4e8081964a1b_Transcript_.pdf,14,"zoom in To see more details within the image, or you can zoom out. Each item has its own set of metadata, so that includes the title, the date, the description. You'll see that the subjects that we researched earlier, African American Baptist and Campus Life, are highlighted because they pulled from the subjects that are listed within this item's metadata. You also have type, format. Geographic location, repository, repository collection, which I pointed out earlier, which are the sub-collections. And, very importantly, copyright statement. So, each institution creates and customizes their own copyright statement. And this allows for an extra layer of protection for each item within the repository. And so, if researchers would like to use any item within a repository, then they have to contact the school, or whatever contact information is within the copyright statement. You'll also notice that some institutions have a source field, and what that is, it's a link that allows researchers or institutions to link out to either their library, or let's say they have another digital repository. And this is… it just expands access and discoverability for each item within the repository. In addition to searching within subjects, you can also search by terms. So, for example, if we wanted to search for Reverend Jesse Jackson, whose birthday it just was on October 8th, we can search… Jesse Jackson, and it'll pull up, each item in the repository that relates to Jesse Jackson. So, if you look right here on the collections, you'll see that all collections are highlighted. What that means is, when we search for Jesse Jackson, it pulled up results from where Jesse Jackson was, present in each collection. So, you'll see that Jesse Jackson is relevant in the UDC collection. He is also featured in an American Baptist College collection, as well as within Cookman University Collection. Transcript 14"
S09_digital_yard_transcript,The Digital Yard: An Exploration of the HBCU Digital Library Trust - Transcript,43df1b20-2297-4153-b273-4e8081964a1b_Transcript_.pdf,15,"So, ContentDM has the ability to host, audio recordings and video recordings, no matter how long or short those objects are. And so, I would like to show you, a video recording of when Jesse Jackson was a commencement speaker. But then Clickman University in 1981. Audio shared by Kendall Barksdale 32:10 Today, The graduating seniors will receive their diplomas. You must stamp upon that diploma. The validation of your will to be somebody. You must stamp upon it your own sense of self-esteem. Everybody present, repeat after me, I am… Somebody. I am… Somebody. I am. Kendall Barksdale 32:46 So, as we, look at this object's metadata, we can see that, Jesse… when we searched in Reverend Jesse Jackson. you can see that Jesse Jackson is highlighted, and what that means is that when we search for Jesse Jackson, those search results, it searched within Transcript 15"
